id,title,subTitle,url,image,price_sale,price_original,gender,age_group
IH0457,Crazychaos 2000 Shoes,Men Sportswear,https://www.adidas.com.ph/en/crazychaos-2000-shoes/IH0457.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/e03d9bba54b64fbc846b02ae316d141b_9366/crazychaos-2000-shoes.jpg",3040,3800,['male'],adult
IG5844,Supernova Rise Running Shoes,Men Running,https://www.adidas.com.ph/en/supernova-rise-running-shoes/IG5844.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/66e5cd034ca845b1bfd6994472084bd4_9366/supernova-rise-running-shoes.jpg",6000,7500,['male'],adult
HP6010,VS Pace 2.0 Shoes,Men Sportswear,https://www.adidas.com.ph/en/vs-pace-2.0-shoes/HP6010.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/afda5e3b602a42a7ad2baf490151223f_9366/vs-pace-2.0-shoes.jpg",1960,2800,['male'],adult
G55781,ZX 700 HD Shoes,Men Originals,https://www.adidas.com.ph/en/zx-700-hd-shoes/G55781.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/4b1e274eb3ea486ea6aaac15009c2717_9366/zx-700-hd-shoes.jpg",4720,5900,['male'],adult
019351,Samoa Shoes,Men Originals,https://www.adidas.com.ph/en/samoa-shoes/019351.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/b66046586a414398b3cbaa25010d09a2_9366/samoa-shoes.jpg",4165,4900,['male'],adult
GW4012,Fluidflow 2.0 Shoes,Men Sportswear,https://www.adidas.com.ph/en/fluidflow-2.0-shoes/GW4012.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/cced3f16632041a485a7aed20104f0eb_9366/fluidflow-2.0-shoes.jpg",3040,3800,['male'],adult
IE7790,Dame Certified 2 Shoes,Basketball,https://www.adidas.com.ph/en/dame-certified-2-shoes/IE7790.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/e8cd1b116b0144b88ed3f6ab023a1a44_9366/dame-certified-2-shoes.jpg",3710,5300,['male'],adult
GZ5302,Advantage Shoes,Men Sportswear,https://www.adidas.com.ph/en/advantage-shoes/GZ5302.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/1e19b97d829d41e0873aad5000795996_9366/advantage-shoes.jpg",2800,4000,['male'],adult
IG8720,Copa Pure 2 League Turf Boots,Football,https://www.adidas.com.ph/en/copa-pure-2-league-turf-boots/IG8720.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/ce98e1abe6694dc0be9b76960dafde04_9366/copa-pure-2-league-turf-boots.jpg",3870,4300,['male'],adult
IG0341,Response Shoes,Men Running,https://www.adidas.com.ph/en/response-shoes/IG0341.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/86dddcc4055249d4a8c28c72afdbde59_9366/response-shoes.jpg",3440,4300,['male'],adult
GX4209,Racer TR21 Shoes,Men Sportswear,https://www.adidas.com.ph/en/racer-tr21-shoes/GX4209.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/5a5cf7c62a494ef49051ae14010d6372_9366/racer-tr21-shoes.jpg",3600,4000,['male'],adult
GV9737,Adilette Comfort Slides,Sportswear,https://www.adidas.com.ph/en/adilette-comfort-slides/GV9737.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/0a38189df438498ca095acb800c3381f_9366/adilette-comfort-slides.jpg",1955,2300,['male'],adult
IE8135,Galaxy 6 Shoes,Men Running,https://www.adidas.com.ph/en/galaxy-6-shoes/IE8135.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/6290e78b7ea34e13b3ae22e7ebf75869_9366/galaxy-6-shoes.jpg",2800,3500,['male'],adult
IH2422,Grand Court 2.0 Shoes,Men Sportswear,https://www.adidas.com.ph/en/grand-court-2.0-shoes/IH2422.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/31c66d917d604d6ebed322f70bc54dc0_9366/grand-court-2.0-shoes.jpg",3200,4000,['male'],adult
IE8921,X_PLRPHASE Shoes,Men Sportswear,https://www.adidas.com.ph/en/x_plrphase-shoes/IE8921.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c4226df0eb4e4dbea727c4d294e23fe4_9366/x_plrphase-shoes.jpg",4400,5500,['male'],adult
IE1074,Supernova Stride Running Shoes,Men Running,https://www.adidas.com.ph/en/supernova-stride-running-shoes/IE1074.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/b682be957a9f4cc08653e3fa4089e90d_9366/supernova-stride-running-shoes.jpg",4800,6000,['male'],adult
ID6484,Cloudfoam Walk Shoes,Men Sportswear,https://www.adidas.com.ph/en/cloudfoam-walk-shoes/ID6484.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/38857e8b74c94517af5b9c3c845e4b10_9366/cloudfoam-walk-shoes.jpg",3655,4300,['male'],adult
IF6080,Advantage Shoes,Men Sportswear,https://www.adidas.com.ph/en/advantage-shoes/IF6080.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/6b168a4881d44d3ba48ffbfc4f512735_9366/advantage-shoes.jpg",3200,4000,['male'],adult
IE8810,Runfalcon 5 Running Shoes,Men Running,https://www.adidas.com.ph/en/runfalcon-5-running-shoes/IE8810.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/6d7ea8a2f2444b1489c8e84585a60540_9366/runfalcon-5-running-shoes.jpg",2400,3000,['male'],adult
ID4022,Cloudfoam Go Lounger Shoes,Men Sportswear,https://www.adidas.com.ph/en/cloudfoam-go-lounger-shoes/ID4022.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/72be9d44330744c6994d24dfe4831773_9366/cloudfoam-go-lounger-shoes.jpg",2970,3300,['male'],adult
IG7322,Racer TR23 Shoes,Men Sportswear,https://www.adidas.com.ph/en/racer-tr23-shoes/IG7322.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/b4c748a6217c4c98afd7ac7cd1b0b120_9366/racer-tr23-shoes.jpg",3400,4000,['male'],adult
IH8466,Dame Certified 3 Low Trainers,Basketball,https://www.adidas.com.ph/en/dame-certified-3-low-trainers/IH8466.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/35308a19609e40ae98fcbd96b5e10205_9366/dame-certified-3-low-trainers.jpg",3710,5300,['male'],adult
JH9076,Samoa Shoes,Men Originals,https://www.adidas.com.ph/en/samoa-shoes/JH9076.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/7b3fee7ebf994870884d39b85baadcb7_9366/samoa-shoes.jpg",3920,4900,['male'],adult
IG4352,Crazychaos 2000 Shoes,Men Sportswear,https://www.adidas.com.ph/en/crazychaos-2000-shoes/IG4352.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/492935de1f34415f87633f6c2a03bc7a_9366/crazychaos-2000-shoes.jpg",3040,3800,['male'],adult
ID8578,S2g Spikeless Mid Golf Shoes,Golf,https://www.adidas.com.ph/en/s2g-spikeless-mid-golf-shoes/ID8578.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/55fe288789d94aa1912edbded7c4bfe5_9366/s2g-spikeless-mid-golf-shoes.jpg",5460,7800,['male'],adult
IE1379,Samba XLG Shoes,Originals,https://www.adidas.com.ph/en/samba-xlg-shoes/IE1379.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/7ef90a5357824695a5dc28303d398a06_9366/samba-xlg-shoes.jpg",6205,7300,['male'],adult
IH2691,Adilette Comfort Slides,Sportswear,https://www.adidas.com.ph/en/adilette-comfort-slides/IH2691.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/f36ad34f75c24868b6ce29ef30cda889_9366/adilette-comfort-slides.jpg",1840,2300,['male'],adult
IG5999,UBounce DNA Shoes,Men Sportswear,https://www.adidas.com.ph/en/ubounce-dna-shoes/IG5999.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/31664df8bbe3479a97658c3298bf1c17_9366/ubounce-dna-shoes.jpg",4950,5500,['male'],adult
IG8321,Supernova Stride Running Shoes,Men Running,https://www.adidas.com.ph/en/supernova-stride-running-shoes/IG8321.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/50caa37b0b204101abe679004a7eddba_9366/supernova-stride-running-shoes.jpg",4800,6000,['male'],adult
IF6348,Predator League Firm Ground Boots,Football,https://www.adidas.com.ph/en/predator-league-firm-ground-boots/IF6348.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/bca47e9fd2a747b884ebf1bd8e26f827_9366/predator-league-firm-ground-boots.jpg",3760,4700,['male'],adult
GX6667,Adizero RC 4 Shoes,Men Running,https://www.adidas.com.ph/en/adizero-rc-4-shoes/GX6667.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/58112bdea32f42eaaa5aae2f002e8dd1_9366/adizero-rc-4-shoes.jpg",4400,5500,['male'],adult
IE8137,Galaxy 6 Shoes,Men Running,https://www.adidas.com.ph/en/galaxy-6-shoes/IE8137.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/89c651f78b684fc68352fe18de5adefa_9366/galaxy-6-shoes.jpg",3150,3500,['male'],adult
IH7969,Break Start,Sportswear,https://www.adidas.com.ph/en/break-start/IH7969.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/20e456434b524c29b3c19b3d68146eee_9366/break-start.jpg",2450,3500,['male'],adult
IF4544,Midcity Low Shoes,Men Sportswear,https://www.adidas.com.ph/en/midcity-low-shoes/IF4544.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/eb91c47d76b04b19b134dbf1abe44397_9366/midcity-low-shoes.jpg",3600,4500,['male'],adult
GX4378,Court Tourino Shoes,Men Originals,https://www.adidas.com.ph/en/court-tourino-shoes/GX4378.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/6bded8970364459c91faaed600f5ace5_9366/court-tourino-shoes.jpg",3920,5600,['male'],adult
FY5951,Questar Flow NXT Shoes,Men Sportswear,https://www.adidas.com.ph/en/questar-flow-nxt-shoes/FY5951.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/9e1daeec66e44f32a97bac3101188ad3_9366/questar-flow-nxt-shoes.jpg",2660,3800,['male'],adult
GY2098,Adilette Slides,Men Originals,https://www.adidas.com.ph/en/adilette-slides/GY2098.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/8803bc90fdd74ae38668ae2f0015ca92_9366/adilette-slides.jpg",1600,2000,['male'],adult
IE2708,TRAE YOUNG 3 BASKETBALL SHOES,Basketball,https://www.adidas.com.ph/en/trae-young-3-basketball-shoes/IE2708.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/727fa434ea26499aae2463638d8f4d0f_9366/trae-young-3-basketball-shoes.jpg",7650,9000,['male'],adult
IH0157,Hoops 3.0 Mid Lifestyle Basketball Classic Vintage Shoes,Men Sportswear,https://www.adidas.com.ph/en/hoops-3.0-mid-lifestyle-basketball-classic-vintage-shoes/IH0157.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/9bf217738f1b421db86bb81971d71e4b_9366/hoops-3.0-mid-lifestyle-basketball-classic-vintage-shoes.jpg",2700,4500,['male'],adult
IG6212,Gazelle Shoes,Originals,https://www.adidas.com.ph/en/gazelle-shoes/IG6212.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/1308298a8dbb4e3e9b76af7d887942fe_9366/gazelle-shoes.jpg",3850,5500,['male'],adult
ID1535,CourtJam Control Tennis Shoes,Men Tennis,https://www.adidas.com.ph/en/courtjam-control-tennis-shoes/ID1535.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/e5e6efb6db2d46ea8607cd9c2563baaa_9366/courtjam-control-tennis-shoes.jpg",3600,4500,['male'],adult
IG6690,Trae Unlimited Shoes,Basketball,https://www.adidas.com.ph/en/trae-unlimited-shoes/IG6690.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/78e0e8f3882148a09fe3a66480fbf0f2_9366/trae-unlimited-shoes.jpg",4240,5300,['male'],adult
GW4144,Galaxy 6 Shoes,Men Running,https://www.adidas.com.ph/en/galaxy-6-shoes/GW4144.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/6b61a9d7cc0147b6bf7eae89000c3fbd_9366/galaxy-6-shoes.jpg",2450,3500,['male'],adult
ID0910,Predator League Turf Boots,Football,https://www.adidas.com.ph/en/predator-league-turf-boots/ID0910.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/614967fde2c84108a875c78134d9d3b4_9366/predator-league-turf-boots.jpg",4230,4700,['male'],adult
IE8503,Gazelle Shoes,Originals,https://www.adidas.com.ph/en/gazelle-shoes/IE8503.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/e6932a71eebb440c8e4ab6114151c543_9366/gazelle-shoes.jpg",5200,6500,['male'],adult
IF6250,Rivalry Low Shoes,Men Originals,https://www.adidas.com.ph/en/rivalry-low-shoes/IF6250.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/eff9a145738242c5a30dc734c1458f8a_9366/rivalry-low-shoes.jpg",4000,5000,['male'],adult
IH2909,Supernova Stride Running Shoes,Men Running,https://www.adidas.com.ph/en/supernova-stride-running-shoes/IH2909.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/b89a77a2bf9a4c7db3fa336fab012ddd_9366/supernova-stride-running-shoes.jpg",4200,6000,['male'],adult
IE1377,Samba XLG Shoes,Originals,https://www.adidas.com.ph/en/samba-xlg-shoes/IE1377.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c120edd897bc4b2f9fc473c42374108c_9366/samba-xlg-shoes.jpg",6205,7300,['male'],adult
ID6318,Questar 3 Running Shoes,Men Running,https://www.adidas.com.ph/en/questar-3-running-shoes/ID6318.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/e09ac28077234c7990b8d5aa5bde3fdd_9366/questar-3-running-shoes.jpg",3600,4500,['male'],adult
GY5695,Stan Smith Shoes,Men Originals,https://www.adidas.com.ph/en/stan-smith-shoes/GY5695.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/bccecd6a40e74bb8bfa4ad0500e5985a_9366/stan-smith-shoes.jpg",4240,5300,['male'],adult
ID9839,Campus 2.0 Shoes,Men Originals,https://www.adidas.com.ph/en/campus-2.0-shoes/ID9839.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/5aa30eff38464ca183b4af890057e630_9366/campus-2.0-shoes.jpg",4000,5000,['male'],adult
IG6200,Gazelle Shoes,Originals,https://www.adidas.com.ph/en/gazelle-shoes/IG6200.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/9844b50a45bd44a7b043121195cb5738_9366/gazelle-shoes.jpg",3850,5500,['male'],adult
ID4035,Cloudfoam Go Sock Shoes,Men Sportswear,https://www.adidas.com.ph/en/cloudfoam-go-sock-shoes/ID4035.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/9d33d026982d4e0f948ce0aecb0c567d_9366/cloudfoam-go-sock-shoes.jpg",2975,3500,['male'],adult
GV9712,Adilette Comfort Sandals,Sportswear,https://www.adidas.com.ph/en/adilette-comfort-sandals/GV9712.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/3a432c70006040ffb1e1ad1d00edc631_9366/adilette-comfort-sandals.jpg",1840,2300,['male'],adult
JP5283,Gazelle Shoes,Originals,https://www.adidas.com.ph/en/gazelle-shoes/JP5283.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/56ae940ad7b64508aaf833e7d9dd3cb2_9366/gazelle-shoes.jpg",3850,5500,['male'],adult
IE8303,Ultraboost 1.0 Lower Carbon Footprint Shoes,Sportswear,https://www.adidas.com.ph/en/ultraboost-1.0-lower-carbon-footprint-shoes/IE8303.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/ce8b99bfa8684a24ac563e495ee66a89_9366/ultraboost-1.0-lower-carbon-footprint-shoes.jpg",7000,10000,['male'],adult
IF9354,Adizero Bounce Select 2.0 Low Basketball Shoes,Basketball,https://www.adidas.com.ph/en/adizero-bounce-select-2.0-low-basketball-shoes/IF9354.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/ef7d583cc0714cff9799965bf12d6f2c_9366/adizero-bounce-select-2.0-low-basketball-shoes.jpg",5200,6500,['male'],adult
HP9637,Adistar CS 2.0 Shoes,Men Running,https://www.adidas.com.ph/en/adistar-cs-2.0-shoes/HP9637.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/7e6dd4b8f3c14ef7a6c024127f3cf4e2_9366/adistar-cs-2.0-shoes.jpg",7200,8000,['male'],adult
IG9039,D.O.N. Issue #6 Spida Basketball Shoes,Basketball,https://www.adidas.com.ph/en/d.o.n.-issue-6-spida-basketball-shoes/IG9039.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/d230fc49c3844cefacdb1dd84676eda8_9366/d.o.n.-issue-6-spida-basketball-shoes.jpg",5250,7500,['male'],adult
GY5101,Pureboost 21 Shoes,Men Running,https://www.adidas.com.ph/en/pureboost-21-shoes/GY5101.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/2119ffa8eb234abf9ea6ad1800a1e202_9366/pureboost-21-shoes.jpg",5200,6500,['male'],adult
GZ0815,Court Tourino Shoes,Men Originals,https://www.adidas.com.ph/en/court-tourino-shoes/GZ0815.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/d4988340ca5343b0a8b9ade900fe4833_9366/court-tourino-shoes.jpg",3760,4700,['male'],adult
IF1669,X_PLRPHASE Shoes,Men Sportswear,https://www.adidas.com.ph/en/x_plrphase-shoes/IF1669.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/bf4bdbb4b0e046feb1e019aa63f36153_9366/x_plrphase-shoes.jpg",4400,5500,['male'],adult
IG4406,Crazychaos 2000 Shoes,Men Sportswear,https://www.adidas.com.ph/en/crazychaos-2000-shoes/IG4406.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/9bbf73a2b9274d1491b7ed7f86758051_9366/crazychaos-2000-shoes.jpg",3420,3800,['male'],adult
JI2435,VS Jog 2.0 Shoes,Men Sportswear,https://www.adidas.com.ph/en/vs-jog-2.0-shoes/JI2435.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c0aefb80f23d4cd2bb1157cf8b255602_9366/vs-jog-2.0-shoes.jpg",3150,3500,['male'],adult
IG7761,Predator League Firm Ground Football Boots,Football,https://www.adidas.com.ph/en/predator-league-firm-ground-football-boots/IG7761.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/020ed5e8b9d14163954d09015c60acb6_9366/predator-league-firm-ground-football-boots.jpg",3290,4700,['male'],adult
HP3288,Rapidmove Trainer,Men Training,https://www.adidas.com.ph/en/rapidmove-trainer/HP3288.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/0daea72848d04820a6fb73c886e3225f_9366/rapidmove-trainer.jpg",3850,5500,['male'],adult
IF6308,Predator Freestyle Indoor Boots,Football,https://www.adidas.com.ph/en/predator-freestyle-indoor-boots/IF6308.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/492aa03067a14fd0b1e71585307c88fc_9366/predator-freestyle-indoor-boots.jpg",4950,5500,['male'],adult
IG7762,Predator League Firm Ground Football Boots,Football,https://www.adidas.com.ph/en/predator-league-firm-ground-football-boots/IG7762.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c82fb335bcf648c9808496643324d2e0_9366/predator-league-firm-ground-football-boots.jpg",3760,4700,['male'],adult
H01851,ZX 700 HD Shoes,Men Originals,https://www.adidas.com.ph/en/zx-700-hd-shoes/H01851.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/fa70e8e30a4a4f8db9aaad4700d52297_9366/zx-700-hd-shoes.jpg",4720,5900,['male'],adult
IE8942,Adilette Shower Slides,Sportswear,https://www.adidas.com.ph/en/adilette-shower-slides/IE8942.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/1be5b0d0ad264bd6b3cdd4813a5af546_9366/adilette-shower-slides.jpg",1200,1500,['male'],adult
HQ6763,Nizza Shoes,Men Originals,https://www.adidas.com.ph/en/nizza-shoes/HQ6763.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/6ab358e36026425a93a5af9c01387373_9366/nizza-shoes.jpg",3360,4200,['male'],adult
JI1904,Rod Laver Shoes,Men Originals,https://www.adidas.com.ph/en/rod-laver-shoes/JI1904.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/3a082093c029490b8460f609dabfbc78_9366/rod-laver-shoes.jpg",2820,4700,['male'],adult
IE7793,Dame Certified 2 Shoes,Basketball,https://www.adidas.com.ph/en/dame-certified-2-shoes/IE7793.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/9f4ef53b15354101a0fc2d04884435aa_9366/dame-certified-2-shoes.jpg",4240,5300,['male'],adult
IF4545,Midcity Low Shoes,Men Sportswear,https://www.adidas.com.ph/en/midcity-low-shoes/IF4545.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/bbe58881c7c2497bafd3a8a434cd9d61_9366/midcity-low-shoes.jpg",3150,4500,['male'],adult
IF5605,Trae Young 3 Shoes,Basketball,https://www.adidas.com.ph/en/trae-young-3-shoes/IF5605.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/f68df9d724cc4dc3b1cae577c5117718_9366/trae-young-3-shoes.jpg",7650,8500,['male'],adult
EG2656,Strutter Shoes,Men Sportswear,https://www.adidas.com.ph/en/strutter-shoes/EG2656.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/2e609f82bb414acb8edaaa6401058740_9366/strutter-shoes.jpg",3150,3500,['male'],adult
GV9981,LITE RACER REBOLD SHOES,Men Sportswear,https://www.adidas.com.ph/en/lite-racer-rebold-shoes/GV9981.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/28f2083c22614e9697aaad1300f48fb3_9366/lite-racer-rebold-shoes.jpg",2640,3300,['male'],adult
IG8319,Supernova Stride Running Shoes,Men Running,https://www.adidas.com.ph/en/supernova-stride-running-shoes/IG8319.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/4f119a28dd4d4ab9bb45ecf379221343_9366/supernova-stride-running-shoes.jpg",4800,6000,['male'],adult
ID1262,Run 80s Shoes,Men Sportswear,https://www.adidas.com.ph/en/run-80s-shoes/ID1262.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/e23e2b688ac4442ba296830bdca3457f_9366/run-80s-shoes.jpg",3040,3800,['male'],adult
IH2421,Grand Court 2.0 Shoes,Men Sportswear,https://www.adidas.com.ph/en/grand-court-2.0-shoes/IH2421.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/9eb083bf825548b1bd37d412635c981b_9366/grand-court-2.0-shoes.jpg",3200,4000,['male'],adult
IF1348,F50 Club Turf Boots,Football,https://www.adidas.com.ph/en/f50-club-turf-boots/IF1348.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/6ad48909f8574459b8bf560303ccbd48_9366/f50-club-turf-boots.jpg",2100,3000,['male'],adult
IF6344,Predator Club Flexible Ground Boots,Football,https://www.adidas.com.ph/en/predator-club-flexible-ground-boots/IF6344.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/be92ed6cdbdd4cdda0a49df354dc0456_9366/predator-club-flexible-ground-boots.jpg",2700,3000,['male'],adult
IF2877,Retropy F2 Shoes,Men Originals,https://www.adidas.com.ph/en/retropy-f2-shoes/IF2877.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/8a2c205578f54935aa7df8542f759581_9366/retropy-f2-shoes.jpg",4480,5600,['male'],adult
IH2214,Gazelle Low Trainers,Originals,https://www.adidas.com.ph/en/gazelle-low-trainers/IH2214.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/467386f122e24d86be2f563d4f137ff8_9366/gazelle-low-trainers.jpg",5850,6500,['male'],adult
IG6689,Trae Unlimited Shoes,Basketball,https://www.adidas.com.ph/en/trae-unlimited-shoes/IG6689.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/6745a8f6efb74e0f8f4180ebdb45ac39_9366/trae-unlimited-shoes.jpg",4240,5300,['male'],adult
GW9107,Supernova+ Shoes,Men Running,https://www.adidas.com.ph/en/supernova_-shoes/GW9107.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/935f962415384ebf83b9aed300f5b131_9366/supernova_-shoes.jpg",4800,6000,['male'],adult
JK3797,Air-YardFun,Men Running,https://www.adidas.com.ph/en/air-yardfun/JK3797.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/699b130982be43b986982024badcdbec_9366/air-yardfun.jpg",2520,2800,['male'],adult
S42723,Supernova Shoes,Men Running,https://www.adidas.com.ph/en/supernova-shoes/S42723.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/30ee26ae511b4231ae79acbc0116d66c_9366/supernova-shoes.jpg",4240,5300,['male'],adult
IF4601,Rivalry Low Shoes,Men Originals,https://www.adidas.com.ph/en/rivalry-low-shoes/IF4601.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/4208dc8854974fe9be16455f2b1aecee_9366/rivalry-low-shoes.jpg",3000,5000,['male'],adult
IF3005,Supernova Solution Shoes,Men Running,https://www.adidas.com.ph/en/supernova-solution-shoes/IF3005.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/12bad7a2bac7441ea8351d82ecfa815d_9366/supernova-solution-shoes.jpg",6000,7500,['male'],adult
JP7209,Predator League Fold-Over Tongue Firm Ground Boots,Football,https://www.adidas.com.ph/en/predator-league-fold-over-tongue-firm-ground-boots/JP7209.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/8363218ab8674837b67fe89ff5ed723e_9366/predator-league-fold-over-tongue-firm-ground-boots.jpg",3710,5300,['male'],adult
IF6377,Predator League Turf Boots,Football,https://www.adidas.com.ph/en/predator-league-turf-boots/IF6377.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/fe6c90af83b844e6881e157911fef878_9366/predator-league-turf-boots.jpg",3290,4700,['male'],adult
IG2092,Gazelle Shoes,Originals,https://www.adidas.com.ph/en/gazelle-shoes/IG2092.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/4116660a222244f4be7c643fb4f79131_9366/gazelle-shoes.jpg",4400,5500,['male'],adult
